order_id,customer_id,order_date,status,payment_method,shipping_city,shipping_state
ORD02574,C0186,2022-07-13,Delivered,COD,Hyderabad,Telangana
ORD02575,C0743,2023-11-08,Delivered,Credit Card,Belagavi,Karnataka
ORD02576,C0535,2023-08-10,Pending,Debit Card,Hyderabad,Telangana
ORD02577,C0097,2023-03-21,Delivered,UPI,Siliguri,West Bengal
ORD02578,C0549,2023-01-16,Delivered,Credit Card,Jodhpur,Rajasthan
ORD02579,C0583,2023-04-20,Delivered,Credit Card,Gwalior,Madhya Pradesh
ORD02580,C0570,2023-06-14,Delivered,UPI,Hubballi,Karnataka
ORD02581,C0491,2023-07-02,Returned,Debit Card,Howrah,West Bengal
ORD02582,C0561,2023-01-20,Delivered,UPI,New Delhi,Delhi
ORD02583,C0921,2022-06-26,Cancelled,UPI,Jabalpur,Madhya Pradesh
ORD02584,C0674,2022-04-09,Pending,UPI,Lucknow,Uttar Pradesh
ORD02585,C0002,2022-02-25,Delivered,UPI,Surat,Gujarat
ORD02586,C0131,2023-10-03,Pending,COD,Noida,Uttar Pradesh
ORD02587,C0061,2022-09-16,Delivered,UPI,Coimbatore,Tamil Nadu
ORD02588,C0749,2022-05-15,Pending,Net Banking,Kanpur,Uttar Pradesh
ORD02589,C0432,2023-01-04,Delivered,Debit Card,Bengaluru,Karnataka
ORD02590,C0754,2023-10-05,Returned,UPI,Pune,Maharashtra
ORD02591,C0284,2023-12-14,Delivered,Net Banking,New Delhi,Delhi
ORD02592,C0510,2023-01-03,Cancelled,UPI,Salem,Tamil Nadu
ORD02593,C0382,2022-07-18,Delivered,Debit Card,Mysuru,Karnataka
ORD02594,C0096,2023-03-04,Delivered,UPI,Tiruchirappalli,Tamil Nadu
ORD02595,C0202,2022-01-03,Delivered,Net Banking,Varanasi,Uttar Pradesh
ORD02596,C0237,2023-03-27,Delivered,Credit Card,Siliguri,West Bengal
ORD02597,C0626,2023-07-05,Delivered,Debit Card,Bhopal,Madhya Pradesh
ORD02598,C0613,2022-04-02,Delivered,Net Banking,Pune,Maharashtra
ORD02599,C0306,2023-01-23,Cancelled,UPI,Hubballi,Karnataka
ORD02600,C0768,2023-06-28,Delivered,COD,Tiruchirappalli,Tamil Nadu
ORD02601,C0254,2023-07-09,Cancelled,UPI,Nagpur,Maharashtra
ORD02602,C0167,2022-06-04,Delivered,Net Banking,Kota,Rajasthan
ORD02603,C0430,2023-05-14,Delivered,UPI,New Delhi,Delhi
ORD02604,C0907,2023-01-13,Pending,Credit Card,Ajmer,Rajasthan
ORD02605,C0977,2022-02-11,Delivered,Debit Card,Kota,Rajasthan
ORD02606,C0585,2023-06-09,Cancelled,Credit Card,Chennai,Tamil Nadu
ORD02607,C0596,2022-10-21,Returned,Debit Card,Nagpur,Maharashtra
ORD02608,C0452,2023-03-18,Delivered,UPI,Lucknow,Uttar Pradesh
ORD02609,C0789,2022-07-13,Returned,Credit Card,Noida,Uttar Pradesh
ORD02610,C0310,2023-10-25,Delivered,UPI,Kolkata,West Bengal
ORD02611,C0867,2022-06-22,Delivered,Credit Card,Dwarka,Delhi
ORD02612,C0303,2022-05-31,Delivered,Debit Card,Bengaluru,Karnataka
ORD02613,C0964,2023-11-02,Delivered,UPI,Madurai,Tamil Nadu
ORD02614,C0696,2023-06-12,Cancelled,Debit Card,Chennai,Tamil Nadu
ORD02615,C0753,2023-05-20,Pending,Credit Card,Aurangabad,Maharashtra
ORD02616,C0758,2023-09-30,Pending,UPI,Bhopal,Madhya Pradesh
ORD02617,C0930,2023-12-30,Delivered,Debit Card,Rohini,Delhi
ORD02618,C0226,2022-07-25,Delivered,Net Banking,Udaipur,Rajasthan
ORD02619,C0970,2023-04-17,Pending,UPI,Madurai,Tamil Nadu
ORD02620,C0374,2023-06-29,Delivered,UPI,Kolkata,West Bengal
ORD02621,C0829,2023-12-08,Delivered,UPI,New Delhi,Delhi
ORD02622,C0512,2023-02-20,Delivered,COD,Siliguri,West Bengal
ORD02623,C0885,2023-04-24,Returned,Credit Card,Agra,Uttar Pradesh
ORD02624,C0512,2022-12-05,Returned,Credit Card,Gwalior,Madhya Pradesh
ORD02625,C0970,2022-07-24,Delivered,UPI,Agra,Uttar Pradesh
ORD02626,C0484,2022-10-05,Delivered,COD,Siliguri,West Bengal
ORD02627,C0392,2022-03-07,Delivered,COD,Ujjain,Madhya Pradesh
ORD02628,C0182,2022-12-18,Delivered,UPI,Chennai,Tamil Nadu
ORD02629,C0341,2023-09-26,Pending,UPI,Aurangabad,Maharashtra
ORD02630,C0190,2023-02-13,Delivered,UPI,Mangaluru,Karnataka
ORD02631,C0391,2023-02-11,Delivered,Credit Card,Siliguri,West Bengal
ORD02632,C0014,2023-04-10,Cancelled,UPI,Mysuru,Karnataka
ORD02633,C0796,2023-08-26,Pending,UPI,Rohini,Delhi
ORD02634,C0956,2022-10-20,Delivered,Debit Card,Jaipur,Rajasthan
ORD02635,C0598,2022-07-20,Delivered,Net Banking,Noida,Uttar Pradesh
ORD02636,C0309,2022-11-21,Cancelled,UPI,Jaipur,Rajasthan
ORD02637,C0581,2023-02-27,Delivered,Debit Card,Nashik,Maharashtra
ORD02638,C0985,2023-11-29,Pending,UPI,New Delhi,Delhi
ORD02639,C0963,2023-06-28,Cancelled,COD,Hubballi,Karnataka
ORD02640,C0082,2023-01-13,Returned,Credit Card,Chennai,Tamil Nadu
ORD02641,C0326,2022-06-10,Delivered,Net Banking,Nizamabad,Telangana
ORD02642,C0444,2023-06-02,Returned,UPI,Kanpur,Uttar Pradesh
ORD02643,C0116,2023-05-25,Delivered,COD,Ahmedabad,Gujarat
ORD02644,C0421,2022-12-16,Cancelled,Net Banking,Aurangabad,Maharashtra
ORD02645,C0474,2023-04-09,Delivered,Credit Card,Janakpuri,Delhi
ORD02646,C0193,2022-07-19,Delivered,UPI,Asansol,West Bengal
ORD02647,C0948,2023-10-07,Returned,Net Banking,Mumbai,Maharashtra
ORD02648,C0065,2022-01-26,Pending,Credit Card,Gandhinagar,Gujarat
ORD02649,C0038,2022-01-26,Pending,Credit Card,Hyderabad,Telangana
ORD02650,C0068,2022-11-13,Delivered,Credit Card,Coimbatore,Tamil Nadu
ORD02651,C0436,2022-01-28,Delivered,UPI,New Delhi,Delhi
ORD02652,C0788,2022-08-11,Returned,Credit Card,Bhopal,Madhya Pradesh
ORD02653,C0169,2022-02-05,Delivered,UPI,Hubballi,Karnataka
ORD02654,C0360,2023-12-28,Delivered,Debit Card,Gwalior,Madhya Pradesh
ORD02655,C0616,2023-10-23,Delivered,Debit Card,Chennai,Tamil Nadu
ORD02656,C0353,2022-05-11,Returned,COD,Surat,Gujarat
ORD02657,C0932,2022-08-29,Delivered,UPI,Howrah,West Bengal
ORD02658,C0717,2023-09-23,Delivered,Credit Card,Surat,Gujarat
ORD02659,C0002,2022-10-22,Delivered,Credit Card,Indore,Madhya Pradesh
ORD02660,C0231,2022-05-13,Delivered,Credit Card,Rohini,Delhi
ORD02661,C0996,2022-02-05,Delivered,UPI,Nizamabad,Telangana
ORD02662,C1000,2023-04-16,Delivered,UPI,Aurangabad,Maharashtra
ORD02663,C0807,2022-05-04,Returned,Net Banking,Jabalpur,Madhya Pradesh
ORD02664,C0040,2022-04-12,Delivered,UPI,Janakpuri,Delhi
ORD02665,C0363,2023-10-23,Cancelled,Net Banking,Jaipur,Rajasthan
ORD02666,C0915,2023-07-26,Delivered,Debit Card,Warangal,Telangana
ORD02667,C0987,2023-05-20,Delivered,Net Banking,Chennai,Tamil Nadu
ORD02668,C0547,2022-09-22,Returned,Credit Card,Udaipur,Rajasthan
ORD02669,C0772,2022-09-26,Delivered,UPI,Asansol,West Bengal
ORD02670,C0146,2022-06-15,Pending,Credit Card,Dwarka,Delhi
ORD02671,C0300,2022-09-17,Pending,UPI,Belagavi,Karnataka
ORD02672,C0735,2023-11-12,Pending,Debit Card,Indore,Madhya Pradesh
ORD02673,C0752,2022-12-29,Delivered,Credit Card,Coimbatore,Tamil Nadu
ORD02674,C0217,2023-01-16,Delivered,COD,Gwalior,Madhya Pradesh
ORD02675,C0886,2022-09-08,Delivered,Debit Card,Janakpuri,Delhi
ORD02676,C0279,2023-02-11,Delivered,Credit Card,Hyderabad,Telangana
ORD02677,C0007,2023-05-13,Delivered,UPI,Mysuru,Karnataka
ORD02678,C0791,2022-05-05,Delivered,UPI,Nizamabad,Telangana
ORD02679,C0226,2023-01-30,Delivered,Debit Card,Mumbai,Maharashtra
ORD02680,C0680,2023-02-13,Delivered,Net Banking,Nizamabad,Telangana
ORD02681,C0396,2022-03-06,Delivered,UPI,Vadodara,Gujarat
ORD02682,C0371,2022-11-23,Delivered,UPI,Ahmedabad,Gujarat
ORD02683,C0378,2022-03-30,Delivered,Debit Card,Chennai,Tamil Nadu
ORD02684,C0580,2023-11-21,Delivered,Credit Card,Bengaluru,Karnataka
ORD02685,C0956,2023-11-18,Delivered,Debit Card,Aurangabad,Maharashtra
ORD02686,C0606,2022-11-25,Delivered,Credit Card,Indore,Madhya Pradesh
ORD02687,C0489,2022-01-01,Cancelled,UPI,Chennai,Tamil Nadu
ORD02688,C1000,2022-06-12,Delivered,UPI,Salem,Tamil Nadu
ORD02689,C0140,2023-11-09,Delivered,UPI,Ahmedabad,Gujarat
ORD02690,C0250,2023-03-17,Pending,Debit Card,Saket,Delhi
ORD02691,C0581,2023-10-25,Delivered,UPI,Gandhinagar,Gujarat
ORD02692,C0221,2022-03-17,Delivered,Credit Card,Karimnagar,Telangana
ORD02693,C0082,2023-09-09,Pending,UPI,Surat,Gujarat
ORD02694,C0692,2022-01-29,Delivered,UPI,Rajkot,Gujarat
ORD02695,C0548,2023-09-29,Delivered,Credit Card,Ujjain,Madhya Pradesh
ORD02696,C0861,2023-10-15,Pending,COD,Howrah,West Bengal
ORD02697,C0208,2022-04-29,Delivered,Debit Card,Gwalior,Madhya Pradesh
ORD02698,C0317,2022-07-12,Delivered,Credit Card,Udaipur,Rajasthan
ORD02699,C0187,2022-08-27,Delivered,UPI,Gwalior,Madhya Pradesh
ORD02700,C0071,2022-12-27,Cancelled,Debit Card,Belagavi,Karnataka
ORD02701,C0279,2022-10-17,Delivered,Credit Card,Rajkot,Gujarat
ORD02702,C0008,2023-12-30,Delivered,UPI,Varanasi,Uttar Pradesh
ORD02703,C0406,2022-11-10,Delivered,Debit Card,Karimnagar,Telangana
ORD02704,C0411,2022-11-01,Delivered,Credit Card,Kota,Rajasthan
ORD02705,C0430,2022-07-26,Delivered,UPI,Lucknow,Uttar Pradesh
ORD02706,C0879,2022-12-05,Delivered,Credit Card,Nagpur,Maharashtra
ORD02707,C0716,2022-08-14,Delivered,UPI,Durgapur,West Bengal
ORD02708,C0579,2023-03-13,Delivered,COD,Udaipur,Rajasthan
ORD02709,C0113,2023-10-13,Delivered,Credit Card,Ahmedabad,Gujarat
ORD02710,C0229,2022-11-25,Delivered,Debit Card,Jabalpur,Madhya Pradesh
ORD02711,C0737,2022-01-09,Delivered,UPI,Jabalpur,Madhya Pradesh
ORD02712,C0165,2023-04-19,Delivered,UPI,Tiruchirappalli,Tamil Nadu
ORD02713,C0081,2022-11-18,Delivered,COD,Kanpur,Uttar Pradesh
ORD02714,C0861,2023-08-07,Returned,Debit Card,Ujjain,Madhya Pradesh
ORD02715,C0424,2023-11-05,Delivered,UPI,Durgapur,West Bengal
ORD02716,C0896,2022-10-27,Returned,UPI,Durgapur,West Bengal
ORD02717,C0811,2022-11-09,Delivered,Credit Card,Lucknow,Uttar Pradesh
ORD02718,C0251,2023-09-15,Delivered,Debit Card,Ujjain,Madhya Pradesh
ORD02719,C0593,2023-04-07,Delivered,Credit Card,Agra,Uttar Pradesh
ORD02720,C0271,2022-01-18,Delivered,Debit Card,Varanasi,Uttar Pradesh
ORD02721,C0150,2022-08-18,Delivered,UPI,Warangal,Telangana
ORD02722,C0620,2023-05-04,Returned,UPI,Jodhpur,Rajasthan
ORD02723,C0658,2023-06-19,Delivered,COD,Ujjain,Madhya Pradesh
ORD02724,C0162,2022-04-17,Pending,COD,Mysuru,Karnataka
ORD02725,C0133,2022-03-04,Delivered,UPI,Jabalpur,Madhya Pradesh
ORD02726,C0491,2022-12-01,Delivered,Net Banking,Ahmedabad,Gujarat
ORD02727,C0294,2023-10-08,Returned,Credit Card,Howrah,West Bengal
ORD02728,C0820,2023-08-23,Delivered,Debit Card,Asansol,West Bengal
ORD02729,C0011,2022-02-13,Delivered,Credit Card,Pune,Maharashtra
ORD02730,C0952,2022-03-07,Delivered,Debit Card,Varanasi,Uttar Pradesh
ORD02731,C0843,2022-01-29,Delivered,Debit Card,Bhopal,Madhya Pradesh
ORD02732,C0140,2022-04-28,Delivered,Net Banking,Kolkata,West Bengal
ORD02733,C0886,2022-12-31,Delivered,Credit Card,Asansol,West Bengal
ORD02734,C0597,2022-12-12,Delivered,Net Banking,Rohini,Delhi
ORD02735,C0963,2023-03-17,Pending,UPI,Aurangabad,Maharashtra
ORD02736,C0224,2022-03-12,Delivered,Credit Card,Ujjain,Madhya Pradesh
ORD02737,C0266,2023-12-14,Delivered,Credit Card,Kanpur,Uttar Pradesh
ORD02738,C0229,2023-07-10,Delivered,UPI,Bengaluru,Karnataka
ORD02739,C0912,2022-07-07,Delivered,Credit Card,Rohini,Delhi
ORD02740,C0879,2022-09-12,Delivered,Credit Card,Chennai,Tamil Nadu
ORD02741,C0417,2022-08-01,Delivered,UPI,Madurai,Tamil Nadu
ORD02742,C0732,2023-08-17,Delivered,Debit Card,Janakpuri,Delhi
ORD02743,C0852,2022-01-29,Delivered,Debit Card,Ajmer,Rajasthan
ORD02744,C0583,2022-10-15,Delivered,Credit Card,Howrah,West Bengal
ORD02745,C0908,2023-11-01,Delivered,Debit Card,Pune,Maharashtra
ORD02746,C0911,2022-10-20,Delivered,UPI,Rajkot,Gujarat
ORD02747,C0213,2022-11-23,Delivered,UPI,Nagpur,Maharashtra
ORD02748,C0168,2022-06-15,Cancelled,Debit Card,Kolkata,West Bengal
ORD02749,C0401,2022-12-13,Delivered,Debit Card,Varanasi,Uttar Pradesh
ORD02750,C0206,2022-05-17,Delivered,UPI,Coimbatore,Tamil Nadu
ORD02751,C0140,2022-01-17,Delivered,Credit Card,New Delhi,Delhi
ORD02752,C0210,2022-01-11,Delivered,UPI,Mysuru,Karnataka
ORD02753,C0480,2023-03-28,Delivered,Debit Card,Varanasi,Uttar Pradesh
ORD02754,C0374,2022-01-11,Delivered,Credit Card,Kota,Rajasthan
ORD02755,C0625,2022-12-22,Returned,UPI,Gandhinagar,Gujarat
ORD02756,C0285,2023-10-20,Delivered,UPI,Pune,Maharashtra
ORD02757,C0753,2023-08-19,Delivered,UPI,Coimbatore,Tamil Nadu
ORD02758,C0241,2022-01-30,Delivered,Debit Card,Surat,Gujarat
ORD02759,C0131,2023-07-08,Delivered,UPI,Chennai,Tamil Nadu
ORD02760,C0094,2023-04-11,Returned,COD,Bhopal,Madhya Pradesh
ORD02761,C0054,2023-01-18,Delivered,Net Banking,Madurai,Tamil Nadu
ORD02762,C0677,2023-07-14,Delivered,Debit Card,Udaipur,Rajasthan
ORD02763,C0658,2023-10-14,Delivered,UPI,Hubballi,Karnataka
ORD02764,C0109,2023-09-30,Returned,Debit Card,Varanasi,Uttar Pradesh
ORD02765,C0052,2023-01-31,Delivered,Credit Card,Madurai,Tamil Nadu
ORD02766,C0158,2023-11-25,Delivered,UPI,Karimnagar,Telangana
ORD02767,C0185,2022-06-09,Delivered,UPI,Hyderabad,Telangana
ORD02768,C0395,2023-02-08,Returned,UPI,Gwalior,Madhya Pradesh
ORD02769,C0743,2022-05-31,Pending,Credit Card,Noida,Uttar Pradesh
ORD02770,C0588,2022-03-20,Returned,UPI,Janakpuri,Delhi
ORD02771,C0049,2022-05-03,Delivered,COD,Bengaluru,Karnataka
ORD02772,C0714,2022-12-21,Pending,Credit Card,Pune,Maharashtra
ORD02773,C0686,2022-03-17,Delivered,UPI,Bhopal,Madhya Pradesh
ORD02774,C0711,2022-02-06,Returned,COD,Vadodara,Gujarat
ORD02775,C0361,2022-04-17,Delivered,Debit Card,Indore,Madhya Pradesh
ORD02776,C0183,2023-09-05,Delivered,Net Banking,Agra,Uttar Pradesh
ORD02777,C0105,2022-06-26,Delivered,COD,Hubballi,Karnataka
ORD02778,C0256,2022-08-14,Delivered,UPI,Udaipur,Rajasthan
ORD02779,C0878,2022-10-24,Delivered,UPI,Nagpur,Maharashtra
ORD02780,C0696,2022-11-25,Delivered,UPI,Salem,Tamil Nadu
ORD02781,C0931,2022-07-19,Returned,UPI,Jodhpur,Rajasthan
ORD02782,C0208,2022-10-24,Delivered,Credit Card,Warangal,Telangana
ORD02783,C0515,2023-06-16,Delivered,Credit Card,Nagpur,Maharashtra
ORD02784,C0278,2023-04-21,Delivered,UPI,Kolkata,West Bengal
ORD02785,C0700,2023-01-22,Returned,Debit Card,Siliguri,West Bengal
ORD02786,C0785,2022-11-17,Delivered,Debit Card,Belagavi,Karnataka
ORD02787,C0639,2023-12-20,Pending,Credit Card,Vadodara,Gujarat
ORD02788,C0971,2023-09-05,Returned,Credit Card,Dwarka,Delhi
ORD02789,C0464,2023-05-25,Delivered,Debit Card,Kanpur,Uttar Pradesh
ORD02790,C0581,2022-06-07,Delivered,UPI,Madurai,Tamil Nadu
ORD02791,C0556,2022-03-27,Delivered,Debit Card,Udaipur,Rajasthan
ORD02792,C0587,2022-06-11,Delivered,UPI,Nagpur,Maharashtra
ORD02793,C0947,2023-02-25,Delivered,UPI,Mangaluru,Karnataka
ORD02794,C0776,2023-11-12,Returned,Credit Card,Durgapur,West Bengal
ORD02795,C0475,2023-11-16,Returned,UPI,Jodhpur,Rajasthan
ORD02796,C0847,2023-09-30,Returned,Debit Card,Jodhpur,Rajasthan
ORD02797,C0442,2023-01-22,Delivered,Debit Card,Chennai,Tamil Nadu
ORD02798,C0028,2023-10-24,Delivered,UPI,Ujjain,Madhya Pradesh
ORD02799,C0742,2022-04-20,Delivered,Credit Card,Dwarka,Delhi
ORD02800,C0280,2023-08-11,Delivered,Net Banking,Mumbai,Maharashtra
ORD02801,C0839,2023-10-20,Delivered,Net Banking,Chennai,Tamil Nadu
ORD02802,C0801,2022-03-20,Delivered,UPI,Mysuru,Karnataka
ORD02803,C0552,2022-06-07,Cancelled,Credit Card,Mangaluru,Karnataka
ORD02804,C0412,2022-11-02,Cancelled,UPI,Karimnagar,Telangana
ORD02805,C0544,2022-12-01,Delivered,Credit Card,Bhopal,Madhya Pradesh
ORD02806,C0313,2022-05-17,Cancelled,Debit Card,Udaipur,Rajasthan
ORD02807,C0182,2023-08-07,Pending,COD,Nashik,Maharashtra
ORD02808,C0654,2023-06-22,Delivered,Net Banking,Rajkot,Gujarat
ORD02809,C0795,2023-02-02,Delivered,UPI,Nizamabad,Telangana
ORD02810,C0794,2022-05-02,Delivered,Debit Card,Udaipur,Rajasthan
ORD02811,C0675,2022-07-04,Delivered,UPI,Rohini,Delhi
ORD02812,C0184,2022-03-18,Delivered,UPI,Jodhpur,Rajasthan
ORD02813,C0292,2022-06-17,Delivered,Credit Card,Bengaluru,Karnataka
ORD02814,C0751,2023-05-13,Pending,COD,Mangaluru,Karnataka
ORD02815,C0093,2023-04-28,Cancelled,Credit Card,Bhopal,Madhya Pradesh
ORD02816,C0625,2023-09-01,Pending,UPI,Ajmer,Rajasthan
ORD02817,C0668,2022-06-14,Delivered,UPI,Hyderabad,Telangana
ORD02818,C0059,2022-08-13,Cancelled,Credit Card,Hyderabad,Telangana
ORD02819,C0724,2022-01-03,Delivered,UPI,Pune,Maharashtra
ORD02820,C0553,2022-12-11,Delivered,Credit Card,Dwarka,Delhi
ORD02821,C0330,2023-10-09,Delivered,Net Banking,Bengaluru,Karnataka
ORD02822,C0908,2023-06-27,Cancelled,Credit Card,Kanpur,Uttar Pradesh
ORD02823,C0567,2023-12-07,Delivered,Credit Card,Nagpur,Maharashtra
ORD02824,C0676,2023-08-02,Returned,UPI,Indore,Madhya Pradesh
ORD02825,C0547,2023-12-16,Delivered,Net Banking,Rajkot,Gujarat
ORD02826,C0879,2022-08-21,Delivered,Credit Card,Jodhpur,Rajasthan
ORD02827,C0625,2023-01-30,Delivered,Net Banking,Saket,Delhi
ORD02828,C0835,2023-05-11,Delivered,Debit Card,Dwarka,Delhi
ORD02829,C0651,2022-04-27,Cancelled,COD,Nizamabad,Telangana
ORD02830,C0408,2023-04-11,Delivered,Credit Card,Jodhpur,Rajasthan
ORD02831,C0001,2022-03-18,Delivered,Debit Card,Lucknow,Uttar Pradesh
ORD02832,C0922,2022-08-20,Returned,UPI,Coimbatore,Tamil Nadu
ORD02833,C0749,2022-08-18,Delivered,UPI,Khammam,Telangana
ORD02834,C0542,2023-05-04,Delivered,COD,Bhopal,Madhya Pradesh
ORD02835,C0976,2023-05-09,Delivered,UPI,Nashik,Maharashtra
ORD02836,C0774,2023-10-07,Returned,Net Banking,Nashik,Maharashtra
ORD02837,C0651,2023-07-06,Delivered,Net Banking,Chennai,Tamil Nadu
ORD02838,C0789,2022-03-18,Delivered,Credit Card,Kanpur,Uttar Pradesh
ORD02839,C0120,2023-04-17,Pending,Debit Card,Rajkot,Gujarat
ORD02840,C0430,2023-08-17,Cancelled,Debit Card,Siliguri,West Bengal
ORD02841,C0359,2023-11-08,Delivered,Debit Card,Nizamabad,Telangana
ORD02842,C0719,2023-02-05,Delivered,Debit Card,Pune,Maharashtra
ORD02843,C0394,2022-06-24,Delivered,Credit Card,Ajmer,Rajasthan
ORD02844,C0332,2023-04-04,Delivered,Debit Card,Mysuru,Karnataka
ORD02845,C0913,2022-06-16,Delivered,UPI,Ujjain,Madhya Pradesh
ORD02846,C0644,2023-10-14,Delivered,Credit Card,Varanasi,Uttar Pradesh
ORD02847,C0594,2023-09-15,Delivered,UPI,Kanpur,Uttar Pradesh
ORD02848,C0784,2023-09-25,Delivered,Credit Card,Surat,Gujarat
ORD02849,C0783,2023-03-25,Delivered,Credit Card,Lucknow,Uttar Pradesh
ORD02850,C0004,2023-07-21,Returned,Credit Card,Aurangabad,Maharashtra
ORD02851,C0573,2022-12-27,Delivered,Net Banking,Vadodara,Gujarat
ORD02852,C0283,2022-03-19,Pending,UPI,Varanasi,Uttar Pradesh
ORD02853,C0868,2022-11-06,Delivered,Credit Card,Ujjain,Madhya Pradesh
ORD02854,C0532,2023-10-08,Delivered,Credit Card,Varanasi,Uttar Pradesh
ORD02855,C0828,2023-07-01,Delivered,Credit Card,Ujjain,Madhya Pradesh
ORD02856,C0029,2022-09-29,Delivered,UPI,Ujjain,Madhya Pradesh
ORD02857,C0679,2023-10-18,Delivered,Credit Card,Indore,Madhya Pradesh
ORD02858,C0989,2022-06-25,Delivered,Net Banking,Nagpur,Maharashtra
ORD02859,C0409,2022-05-23,Pending,UPI,Pune,Maharashtra
ORD02860,C0567,2023-09-09,Pending,UPI,Udaipur,Rajasthan
ORD02861,C0278,2023-07-02,Cancelled,Credit Card,Warangal,Telangana
ORD02862,C0001,2023-07-24,Cancelled,Credit Card,Mysuru,Karnataka
ORD02863,C0338,2023-05-10,Delivered,Net Banking,New Delhi,Delhi
ORD02864,C0634,2023-09-02,Returned,UPI,Warangal,Telangana
ORD02865,C0356,2023-03-02,Pending,UPI,Belagavi,Karnataka
ORD02866,C0808,2023-01-15,Pending,UPI,Salem,Tamil Nadu
ORD02867,C0696,2022-12-20,Returned,Debit Card,New Delhi,Delhi
ORD02868,C0607,2023-09-03,Delivered,UPI,Jaipur,Rajasthan
ORD02869,C0300,2022-04-10,Delivered,Debit Card,Asansol,West Bengal
ORD02870,C0555,2023-11-12,Cancelled,COD,Janakpuri,Delhi
ORD02871,C0584,2022-02-23,Delivered,Credit Card,Kota,Rajasthan
ORD02872,C0544,2023-04-29,Delivered,Net Banking,Mumbai,Maharashtra
ORD02873,C0116,2023-10-09,Returned,Credit Card,Mumbai,Maharashtra
ORD02874,C0237,2022-10-05,Pending,UPI,Bengaluru,Karnataka
ORD02875,C0616,2023-09-02,Pending,Credit Card,Kanpur,Uttar Pradesh
ORD02876,C0978,2023-03-09,Delivered,COD,Agra,Uttar Pradesh
ORD02877,C0309,2022-02-09,Delivered,Debit Card,Howrah,West Bengal
ORD02878,C0332,2022-12-19,Delivered,Credit Card,Chennai,Tamil Nadu
ORD02879,C0323,2023-03-12,Returned,UPI,Surat,Gujarat
ORD02880,C0624,2022-01-09,Delivered,UPI,Chennai,Tamil Nadu
ORD02881,C0813,2022-01-31,Delivered,UPI,Varanasi,Uttar Pradesh
ORD02882,C0555,2022-10-23,Delivered,UPI,Udaipur,Rajasthan
ORD02883,C0616,2023-03-24,Delivered,UPI,Indore,Madhya Pradesh
ORD02884,C0231,2022-11-17,Delivered,Net Banking,Saket,Delhi
ORD02885,C0342,2022-12-23,Delivered,UPI,Madurai,Tamil Nadu
ORD02886,C0004,2022-09-13,Delivered,Debit Card,Bhopal,Madhya Pradesh
ORD02887,C0952,2023-04-29,Delivered,Debit Card,Bengaluru,Karnataka
ORD02888,C0507,2022-06-10,Delivered,UPI,Salem,Tamil Nadu
ORD02889,C0633,2022-12-21,Delivered,Debit Card,Warangal,Telangana
ORD02890,C0333,2022-06-25,Delivered,Debit Card,Siliguri,West Bengal
ORD02891,C0144,2023-12-31,Cancelled,UPI,Madurai,Tamil Nadu
ORD02892,C0336,2023-05-16,Delivered,UPI,Belagavi,Karnataka
ORD02893,C0345,2022-02-23,Delivered,Debit Card,Bengaluru,Karnataka
ORD02894,C0614,2022-04-05,Delivered,Credit Card,Durgapur,West Bengal
ORD02895,C0236,2023-01-10,Delivered,Credit Card,Varanasi,Uttar Pradesh
ORD02896,C0449,2023-06-26,Returned,Net Banking,Madurai,Tamil Nadu
ORD02897,C0854,2023-04-18,Delivered,Credit Card,Lucknow,Uttar Pradesh
ORD02898,C0205,2022-09-24,Delivered,COD,Jabalpur,Madhya Pradesh
ORD02899,C0342,2022-08-25,Delivered,Credit Card,New Delhi,Delhi
ORD02900,C0128,2023-06-27,Delivered,UPI,Dwarka,Delhi
ORD02901,C0246,2023-10-22,Delivered,Debit Card,Mysuru,Karnataka
ORD02902,C0959,2022-02-08,Delivered,Credit Card,Salem,Tamil Nadu
ORD02903,C0070,2022-12-28,Returned,Credit Card,Tiruchirappalli,Tamil Nadu
ORD02904,C0010,2022-10-20,Cancelled,Credit Card,Surat,Gujarat
ORD02905,C0321,2022-07-05,Delivered,Debit Card,Kolkata,West Bengal
ORD02906,C0852,2023-11-08,Delivered,UPI,Udaipur,Rajasthan
ORD02907,C0832,2023-06-09,Delivered,Credit Card,Janakpuri,Delhi
ORD02908,C0436,2023-12-04,Delivered,UPI,Mangaluru,Karnataka
ORD02909,C0090,2023-05-06,Delivered,Credit Card,Kota,Rajasthan
ORD02910,C0829,2023-02-12,Delivered,UPI,Tiruchirappalli,Tamil Nadu
ORD02911,C0215,2023-02-10,Delivered,Debit Card,Kanpur,Uttar Pradesh
ORD02912,C0645,2023-03-17,Delivered,COD,Varanasi,Uttar Pradesh
ORD02913,C0602,2023-08-12,Delivered,UPI,Aurangabad,Maharashtra
ORD02914,C0050,2023-06-30,Delivered,UPI,Mumbai,Maharashtra
ORD02915,C0018,2023-06-29,Pending,Net Banking,Saket,Delhi
ORD02916,C0098,2023-12-23,Delivered,Credit Card,Howrah,West Bengal
ORD02917,C0927,2022-10-22,Delivered,UPI,Nizamabad,Telangana
ORD02918,C0796,2023-06-14,Delivered,Debit Card,Noida,Uttar Pradesh
ORD02919,C0597,2023-01-15,Delivered,Credit Card,Jabalpur,Madhya Pradesh
ORD02920,C0337,2023-10-13,Returned,UPI,Asansol,West Bengal
ORD02921,C0969,2023-06-15,Returned,Net Banking,Warangal,Telangana
