order_id,customer_id,order_date,status,payment_method,shipping_city,shipping_state,order_year,order_month,order_quarter,order_weekday,order_week_number
ORD02043,C0756,2022-11-26,Delivered,Debit Card,Hyderabad,Telangana,2022,11,Q4,Saturday,47
ORD02044,C0034,2022-01-12,Returned,Debit Card,Kolkata,West Bengal,2022,1,Q1,Wednesday,2
ORD02045,C0086,2022-11-27,Delivered,Debit Card,Mumbai,Maharashtra,2022,11,Q4,Sunday,47
ORD02046,C0085,2023-12-06,Delivered,COD,Bhopal,Madhya Pradesh,2023,12,Q4,Wednesday,49
ORD02047,C0803,2023-07-06,Delivered,UPI,Hubballi,Karnataka,2023,7,Q3,Thursday,27
ORD02048,C0737,2022-06-03,Pending,UPI,Bhopal,Madhya Pradesh,2022,6,Q2,Friday,22
ORD02049,C0662,2022-10-24,Returned,UPI,Belagavi,Karnataka,2022,10,Q4,Monday,43
ORD02050,C0833,2022-06-01,Delivered,Credit Card,Belagavi,Karnataka,2022,6,Q2,Wednesday,22
ORD02051,C0503,2023-06-19,Pending,UPI,Vadodara,Gujarat,2023,6,Q2,Monday,25
ORD02052,C0514,2023-09-29,Returned,UPI,Madurai,Tamil Nadu,2023,9,Q3,Friday,39
ORD02053,C0520,2023-03-22,Delivered,UPI,Ahmedabad,Gujarat,2023,3,Q1,Wednesday,12
ORD02054,C0678,2022-09-25,Cancelled,Credit Card,Mumbai,Maharashtra,2022,9,Q3,Sunday,38
ORD02055,C0371,2023-06-13,Delivered,UPI,Kolkata,West Bengal,2023,6,Q2,Tuesday,24
ORD02056,C0126,2022-08-30,Delivered,Debit Card,Ajmer,Rajasthan,2022,8,Q3,Tuesday,35
ORD02057,C0330,2023-01-14,Delivered,Credit Card,Warangal,Telangana,2023,1,Q1,Saturday,2
ORD02058,C0385,2022-02-12,Delivered,UPI,Tiruchirappalli,Tamil Nadu,2022,2,Q1,Saturday,6
ORD02059,C0417,2022-08-01,Delivered,Debit Card,Ahmedabad,Gujarat,2022,8,Q3,Monday,31
ORD02060,C0472,2023-09-25,Delivered,COD,Ujjain,Madhya Pradesh,2023,9,Q3,Monday,39
ORD02061,C0190,2022-05-09,Delivered,UPI,Ujjain,Madhya Pradesh,2022,5,Q2,Monday,19
ORD02062,C0887,2023-02-06,Delivered,Credit Card,Mumbai,Maharashtra,2023,2,Q1,Monday,6
ORD02063,C0757,2022-01-06,Delivered,Debit Card,Khammam,Telangana,2022,1,Q1,Thursday,1
ORD02064,C0972,2023-05-01,Delivered,COD,Tiruchirappalli,Tamil Nadu,2023,5,Q2,Monday,18
ORD02065,C0388,2022-07-12,Delivered,UPI,Warangal,Telangana,2022,7,Q3,Tuesday,28
ORD02066,C0159,2023-11-21,Delivered,Debit Card,Kanpur,Uttar Pradesh,2023,11,Q4,Tuesday,47
ORD02067,C0744,2022-06-24,Delivered,Debit Card,Gwalior,Madhya Pradesh,2022,6,Q2,Friday,25
ORD02068,C0305,2022-06-12,Delivered,Net Banking,Varanasi,Uttar Pradesh,2022,6,Q2,Sunday,23
ORD02069,C0740,2023-06-26,Delivered,UPI,Madurai,Tamil Nadu,2023,6,Q2,Monday,26
ORD02070,C0474,2022-02-11,Cancelled,UPI,Lucknow,Uttar Pradesh,2022,2,Q1,Friday,6
ORD02071,C0364,2023-01-18,Returned,Net Banking,Jodhpur,Rajasthan,2023,1,Q1,Wednesday,3
ORD02072,C0413,2022-08-23,Returned,Credit Card,Pune,Maharashtra,2022,8,Q3,Tuesday,34
ORD02073,C0301,2022-07-16,Pending,COD,Warangal,Telangana,2022,7,Q3,Saturday,28
ORD02074,C0482,2023-01-22,Delivered,Debit Card,Mumbai,Maharashtra,2023,1,Q1,Sunday,3
ORD02075,C0590,2023-06-28,Delivered,COD,Noida,Uttar Pradesh,2023,6,Q2,Wednesday,26
ORD02076,C0378,2022-09-05,Delivered,Credit Card,New Delhi,Delhi,2022,9,Q3,Monday,36
ORD02077,C0340,2022-05-18,Delivered,Net Banking,Madurai,Tamil Nadu,2022,5,Q2,Wednesday,20
ORD02078,C0039,2022-10-24,Delivered,UPI,Nagpur,Maharashtra,2022,10,Q4,Monday,43
ORD02079,C0210,2022-08-10,Delivered,Debit Card,Kanpur,Uttar Pradesh,2022,8,Q3,Wednesday,32
ORD02080,C0849,2023-06-23,Delivered,UPI,Howrah,West Bengal,2023,6,Q2,Friday,25
ORD02081,C0746,2022-08-16,Cancelled,Net Banking,Hubballi,Karnataka,2022,8,Q3,Tuesday,33
ORD02082,C0729,2023-09-07,Delivered,Credit Card,Bengaluru,Karnataka,2023,9,Q3,Thursday,36
ORD02083,C0050,2023-09-14,Pending,UPI,Belagavi,Karnataka,2023,9,Q3,Thursday,37
ORD02084,C0505,2022-08-10,Delivered,Debit Card,Mysuru,Karnataka,2022,8,Q3,Wednesday,32
ORD02085,C0904,2023-02-21,Cancelled,Debit Card,New Delhi,Delhi,2023,2,Q1,Tuesday,8
ORD02086,C0780,2023-06-02,Delivered,COD,Belagavi,Karnataka,2023,6,Q2,Friday,22
ORD02087,C0473,2023-05-28,Cancelled,Debit Card,Jaipur,Rajasthan,2023,5,Q2,Sunday,21
ORD02088,C0011,2022-07-09,Delivered,UPI,Hyderabad,Telangana,2022,7,Q3,Saturday,27
ORD02089,C0110,2022-12-09,Returned,UPI,Aurangabad,Maharashtra,2022,12,Q4,Friday,49
ORD02090,C0537,2022-01-14,Delivered,Credit Card,Tiruchirappalli,Tamil Nadu,2022,1,Q1,Friday,2
ORD02091,C0271,2022-10-18,Cancelled,Credit Card,Rajkot,Gujarat,2022,10,Q4,Tuesday,42
ORD02092,C0904,2023-09-28,Delivered,Credit Card,Jaipur,Rajasthan,2023,9,Q3,Thursday,39
ORD02093,C0138,2022-03-01,Delivered,Debit Card,Gwalior,Madhya Pradesh,2022,3,Q1,Tuesday,9
ORD02094,C0655,2023-08-12,Delivered,Credit Card,Belagavi,Karnataka,2023,8,Q3,Saturday,32
ORD02095,C0407,2023-06-27,Delivered,Net Banking,Dwarka,Delhi,2023,6,Q2,Tuesday,26
ORD02096,C0775,2023-02-22,Delivered,Net Banking,Indore,Madhya Pradesh,2023,2,Q1,Wednesday,8
ORD02097,C0622,2023-09-09,Delivered,UPI,Coimbatore,Tamil Nadu,2023,9,Q3,Saturday,36
ORD02098,C0344,2022-12-12,Delivered,UPI,Vadodara,Gujarat,2022,12,Q4,Monday,50
ORD02099,C0134,2023-06-17,Delivered,COD,Nagpur,Maharashtra,2023,6,Q2,Saturday,24
ORD02100,C0646,2022-01-22,Returned,UPI,Nagpur,Maharashtra,2022,1,Q1,Saturday,3
ORD02101,C0439,2023-03-22,Pending,Debit Card,Rajkot,Gujarat,2023,3,Q1,Wednesday,12
ORD02102,C0120,2022-05-12,Delivered,Net Banking,Hyderabad,Telangana,2022,5,Q2,Thursday,19
ORD02103,C0896,2022-02-26,Delivered,UPI,Pune,Maharashtra,2022,2,Q1,Saturday,8
ORD02104,C0906,2023-09-15,Delivered,Net Banking,Kota,Rajasthan,2023,9,Q3,Friday,37
ORD02105,C0158,2023-12-03,Delivered,UPI,Nashik,Maharashtra,2023,12,Q4,Sunday,48
ORD02106,C0976,2022-06-29,Returned,UPI,New Delhi,Delhi,2022,6,Q2,Wednesday,26
ORD02107,C0054,2023-03-17,Delivered,UPI,Durgapur,West Bengal,2023,3,Q1,Friday,11
ORD02108,C0498,2023-10-04,Cancelled,Credit Card,Bhopal,Madhya Pradesh,2023,10,Q4,Wednesday,40
ORD02109,C0637,2022-08-04,Pending,Net Banking,Warangal,Telangana,2022,8,Q3,Thursday,31
ORD02110,C0119,2022-09-05,Delivered,Credit Card,Lucknow,Uttar Pradesh,2022,9,Q3,Monday,36
ORD02111,C0799,2022-07-18,Delivered,UPI,Karimnagar,Telangana,2022,7,Q3,Monday,29
ORD02112,C0140,2023-02-22,Delivered,UPI,Khammam,Telangana,2023,2,Q1,Wednesday,8
ORD02113,C0742,2022-05-08,Delivered,Debit Card,Siliguri,West Bengal,2022,5,Q2,Sunday,18
ORD02114,C0621,2022-02-18,Delivered,COD,Ahmedabad,Gujarat,2022,2,Q1,Friday,7
ORD02115,C0823,2022-10-24,Delivered,UPI,Bhopal,Madhya Pradesh,2022,10,Q4,Monday,43
ORD02116,C0262,2023-08-20,Cancelled,Credit Card,Nashik,Maharashtra,2023,8,Q3,Sunday,33
ORD02117,C0639,2023-10-03,Delivered,Debit Card,Ujjain,Madhya Pradesh,2023,10,Q4,Tuesday,40
ORD02118,C0851,2023-07-20,Delivered,Debit Card,Udaipur,Rajasthan,2023,7,Q3,Thursday,29
ORD02119,C0911,2023-06-19,Delivered,Credit Card,Ahmedabad,Gujarat,2023,6,Q2,Monday,25
ORD02120,C0394,2023-10-15,Pending,UPI,Siliguri,West Bengal,2023,10,Q4,Sunday,41
ORD02121,C0106,2022-10-29,Delivered,Credit Card,Siliguri,West Bengal,2022,10,Q4,Saturday,43
ORD02122,C0634,2022-07-19,Pending,Net Banking,Noida,Uttar Pradesh,2022,7,Q3,Tuesday,29
ORD02123,C0860,2022-08-17,Delivered,UPI,Mysuru,Karnataka,2022,8,Q3,Wednesday,33
ORD02124,C0578,2023-07-28,Pending,UPI,Kota,Rajasthan,2023,7,Q3,Friday,30
ORD02125,C0572,2023-04-30,Delivered,Debit Card,Bhopal,Madhya Pradesh,2023,4,Q2,Sunday,17
ORD02126,C0996,2022-02-01,Delivered,UPI,Rajkot,Gujarat,2022,2,Q1,Tuesday,5
ORD02127,C0576,2022-08-22,Delivered,UPI,Rohini,Delhi,2022,8,Q3,Monday,34
ORD02128,C0666,2022-09-07,Cancelled,Credit Card,Gwalior,Madhya Pradesh,2022,9,Q3,Wednesday,36
ORD02129,C0857,2022-10-19,Cancelled,Net Banking,Hyderabad,Telangana,2022,10,Q4,Wednesday,42
ORD02130,C0146,2023-12-13,Delivered,Credit Card,Jaipur,Rajasthan,2023,12,Q4,Wednesday,50
ORD02131,C0824,2022-05-31,Delivered,Debit Card,Aurangabad,Maharashtra,2022,5,Q2,Tuesday,22
ORD02132,C0445,2023-11-08,Delivered,Debit Card,Warangal,Telangana,2023,11,Q4,Wednesday,45
ORD02133,C0388,2022-12-19,Delivered,UPI,Ajmer,Rajasthan,2022,12,Q4,Monday,51
ORD02134,C0576,2023-05-09,Cancelled,UPI,New Delhi,Delhi,2023,5,Q2,Tuesday,19
ORD02135,C0827,2023-06-26,Delivered,UPI,Coimbatore,Tamil Nadu,2023,6,Q2,Monday,26
ORD02136,C0864,2022-07-16,Returned,Credit Card,Mangaluru,Karnataka,2022,7,Q3,Saturday,28
ORD02137,C0602,2022-11-15,Cancelled,UPI,Coimbatore,Tamil Nadu,2022,11,Q4,Tuesday,46
ORD02138,C0853,2022-06-18,Delivered,UPI,Mumbai,Maharashtra,2022,6,Q2,Saturday,24
ORD02139,C0445,2023-09-07,Delivered,Net Banking,Aurangabad,Maharashtra,2023,9,Q3,Thursday,36
ORD02140,C0120,2023-02-01,Delivered,UPI,Bengaluru,Karnataka,2023,2,Q1,Wednesday,5
ORD02141,C0343,2022-01-27,Delivered,UPI,Saket,Delhi,2022,1,Q1,Thursday,4
ORD02142,C0627,2023-10-26,Delivered,UPI,Hyderabad,Telangana,2023,10,Q4,Thursday,43
ORD02143,C0879,2022-11-26,Delivered,Credit Card,Bhopal,Madhya Pradesh,2022,11,Q4,Saturday,47
ORD02144,C0201,2023-08-20,Pending,Debit Card,Tiruchirappalli,Tamil Nadu,2023,8,Q3,Sunday,33
ORD02145,C0748,2023-01-13,Delivered,UPI,Chennai,Tamil Nadu,2023,1,Q1,Friday,2
ORD02146,C0452,2023-03-30,Delivered,Credit Card,Nashik,Maharashtra,2023,3,Q1,Thursday,13
ORD02147,C0907,2022-05-24,Returned,Debit Card,Nashik,Maharashtra,2022,5,Q2,Tuesday,21
ORD02148,C0611,2022-05-21,Delivered,Credit Card,Jodhpur,Rajasthan,2022,5,Q2,Saturday,20
ORD02149,C0743,2023-10-03,Cancelled,COD,Hubballi,Karnataka,2023,10,Q4,Tuesday,40
ORD02150,C0579,2023-12-18,Pending,UPI,Pune,Maharashtra,2023,12,Q4,Monday,51
ORD02151,C0407,2023-06-21,Delivered,UPI,Lucknow,Uttar Pradesh,2023,6,Q2,Wednesday,25
ORD02152,C0208,2023-04-10,Delivered,COD,Dwarka,Delhi,2023,4,Q2,Monday,15
ORD02153,C0733,2022-06-25,Delivered,COD,Durgapur,West Bengal,2022,6,Q2,Saturday,25
ORD02154,C0479,2023-07-12,Pending,Credit Card,Jaipur,Rajasthan,2023,7,Q3,Wednesday,28
ORD02155,C0695,2022-04-15,Delivered,UPI,Dwarka,Delhi,2022,4,Q2,Friday,15
ORD02156,C0225,2023-03-09,Delivered,Credit Card,Jaipur,Rajasthan,2023,3,Q1,Thursday,10
ORD02157,C0479,2023-05-23,Delivered,COD,Howrah,West Bengal,2023,5,Q2,Tuesday,21
ORD02158,C0195,2022-08-12,Delivered,Net Banking,Jaipur,Rajasthan,2022,8,Q3,Friday,32
ORD02159,C0315,2022-09-28,Delivered,Debit Card,Nizamabad,Telangana,2022,9,Q3,Wednesday,39
ORD02160,C0331,2022-02-18,Delivered,Credit Card,Tiruchirappalli,Tamil Nadu,2022,2,Q1,Friday,7
ORD02161,C0997,2022-04-07,Delivered,UPI,Hyderabad,Telangana,2022,4,Q2,Thursday,14
ORD02162,C0463,2022-07-29,Delivered,Net Banking,Pune,Maharashtra,2022,7,Q3,Friday,30
ORD02163,C0548,2022-04-21,Pending,COD,Kota,Rajasthan,2022,4,Q2,Thursday,16
ORD02164,C0175,2022-07-11,Delivered,Net Banking,Gandhinagar,Gujarat,2022,7,Q3,Monday,28
ORD02165,C0916,2023-08-27,Delivered,UPI,Hubballi,Karnataka,2023,8,Q3,Sunday,34
ORD02166,C0532,2023-03-06,Delivered,Credit Card,Rohini,Delhi,2023,3,Q1,Monday,10
ORD02167,C0449,2022-08-28,Returned,Net Banking,Gandhinagar,Gujarat,2022,8,Q3,Sunday,34
ORD02168,C0249,2022-04-28,Cancelled,UPI,Saket,Delhi,2022,4,Q2,Thursday,17
ORD02169,C0030,2022-12-13,Delivered,Debit Card,Asansol,West Bengal,2022,12,Q4,Tuesday,50
ORD02170,C0805,2023-12-21,Delivered,Debit Card,Nashik,Maharashtra,2023,12,Q4,Thursday,51
ORD02171,C0698,2022-05-02,Delivered,Debit Card,Kota,Rajasthan,2022,5,Q2,Monday,18
ORD02172,C0242,2023-02-19,Delivered,Net Banking,Kota,Rajasthan,2023,2,Q1,Sunday,7
ORD02173,C0783,2022-01-03,Delivered,UPI,Nagpur,Maharashtra,2022,1,Q1,Monday,1
ORD02174,C0230,2023-10-07,Delivered,Debit Card,Coimbatore,Tamil Nadu,2023,10,Q4,Saturday,40
ORD02175,C0696,2023-11-07,Delivered,Debit Card,Hubballi,Karnataka,2023,11,Q4,Tuesday,45
ORD02176,C0960,2022-04-18,Delivered,Credit Card,Karimnagar,Telangana,2022,4,Q2,Monday,16
ORD02177,C0536,2023-10-29,Returned,UPI,Chennai,Tamil Nadu,2023,10,Q4,Sunday,43
ORD02178,C0336,2023-08-05,Delivered,Credit Card,Indore,Madhya Pradesh,2023,8,Q3,Saturday,31
ORD02179,C0571,2023-08-28,Delivered,Debit Card,Bhopal,Madhya Pradesh,2023,8,Q3,Monday,35
ORD02180,C0639,2023-09-16,Delivered,Debit Card,Janakpuri,Delhi,2023,9,Q3,Saturday,37
ORD02181,C0130,2022-02-08,Cancelled,Debit Card,Pune,Maharashtra,2022,2,Q1,Tuesday,6
ORD02182,C0679,2023-07-10,Delivered,Debit Card,Indore,Madhya Pradesh,2023,7,Q3,Monday,28
ORD02183,C0993,2022-10-26,Delivered,UPI,Noida,Uttar Pradesh,2022,10,Q4,Wednesday,43
ORD02184,C0867,2023-09-17,Delivered,Debit Card,Gwalior,Madhya Pradesh,2023,9,Q3,Sunday,37
ORD02185,C0356,2023-04-08,Delivered,Credit Card,Mangaluru,Karnataka,2023,4,Q2,Saturday,14
ORD02186,C0094,2023-01-01,Pending,UPI,Nashik,Maharashtra,2023,1,Q1,Sunday,52
ORD02187,C0459,2023-02-04,Delivered,Credit Card,Karimnagar,Telangana,2023,2,Q1,Saturday,5
ORD02188,C0957,2023-09-23,Delivered,Credit Card,Chennai,Tamil Nadu,2023,9,Q3,Saturday,38
ORD02189,C0066,2023-10-05,Delivered,Credit Card,Belagavi,Karnataka,2023,10,Q4,Thursday,40
ORD02190,C0505,2023-01-29,Delivered,Net Banking,Ujjain,Madhya Pradesh,2023,1,Q1,Sunday,4
ORD02191,C0518,2023-05-25,Returned,UPI,Jabalpur,Madhya Pradesh,2023,5,Q2,Thursday,21
ORD02192,C0529,2023-08-14,Delivered,COD,Madurai,Tamil Nadu,2023,8,Q3,Monday,33
ORD02193,C0326,2023-11-29,Delivered,Credit Card,Aurangabad,Maharashtra,2023,11,Q4,Wednesday,48
ORD02194,C0378,2022-02-23,Delivered,Net Banking,Coimbatore,Tamil Nadu,2022,2,Q1,Wednesday,8
ORD02195,C0391,2023-09-27,Delivered,Credit Card,Asansol,West Bengal,2023,9,Q3,Wednesday,39
ORD02196,C0690,2022-05-08,Delivered,Net Banking,Mumbai,Maharashtra,2022,5,Q2,Sunday,18
ORD02197,C0873,2023-01-19,Delivered,UPI,Madurai,Tamil Nadu,2023,1,Q1,Thursday,3
ORD02198,C0472,2023-08-31,Delivered,UPI,Karimnagar,Telangana,2023,8,Q3,Thursday,35
ORD02199,C0191,2023-10-16,Delivered,COD,Gwalior,Madhya Pradesh,2023,10,Q4,Monday,42
ORD02200,C0868,2022-10-03,Returned,Net Banking,Khammam,Telangana,2022,10,Q4,Monday,40
ORD02201,C0560,2023-08-10,Pending,UPI,Dwarka,Delhi,2023,8,Q3,Thursday,32
ORD02202,C0082,2023-12-02,Delivered,UPI,Madurai,Tamil Nadu,2023,12,Q4,Saturday,48
ORD02203,C0740,2023-05-10,Delivered,COD,Nizamabad,Telangana,2023,5,Q2,Wednesday,19
ORD02204,C0992,2023-08-13,Delivered,COD,Jodhpur,Rajasthan,2023,8,Q3,Sunday,32
ORD02205,C0352,2023-06-27,Delivered,Debit Card,Dwarka,Delhi,2023,6,Q2,Tuesday,26
ORD02206,C0882,2023-06-01,Delivered,Debit Card,Mysuru,Karnataka,2023,6,Q2,Thursday,22
ORD02207,C0027,2023-10-24,Delivered,UPI,Durgapur,West Bengal,2023,10,Q4,Tuesday,43
ORD02208,C0333,2022-01-17,Delivered,Debit Card,Ajmer,Rajasthan,2022,1,Q1,Monday,3
ORD02209,C0230,2022-01-08,Delivered,Debit Card,Agra,Uttar Pradesh,2022,1,Q1,Saturday,1
ORD02210,C0845,2023-08-14,Delivered,Net Banking,Belagavi,Karnataka,2023,8,Q3,Monday,33
ORD02211,C0496,2022-06-18,Delivered,Credit Card,Gandhinagar,Gujarat,2022,6,Q2,Saturday,24
ORD02212,C0242,2022-10-03,Returned,UPI,Siliguri,West Bengal,2022,10,Q4,Monday,40
ORD02213,C0404,2022-11-11,Delivered,UPI,Howrah,West Bengal,2022,11,Q4,Friday,45
ORD02214,C0848,2022-12-02,Delivered,UPI,Mangaluru,Karnataka,2022,12,Q4,Friday,48
ORD02215,C0635,2022-08-08,Cancelled,Credit Card,Madurai,Tamil Nadu,2022,8,Q3,Monday,32
ORD02216,C0244,2023-03-13,Delivered,UPI,Hyderabad,Telangana,2023,3,Q1,Monday,11
ORD02217,C0273,2022-06-03,Delivered,Debit Card,Aurangabad,Maharashtra,2022,6,Q2,Friday,22
ORD02218,C0974,2022-03-31,Delivered,Credit Card,Mangaluru,Karnataka,2022,3,Q1,Thursday,13
ORD02219,C0631,2023-06-26,Pending,UPI,Rajkot,Gujarat,2023,6,Q2,Monday,26
ORD02220,C0485,2023-07-29,Delivered,Debit Card,Ujjain,Madhya Pradesh,2023,7,Q3,Saturday,30
ORD02221,C0007,2022-10-06,Delivered,UPI,Salem,Tamil Nadu,2022,10,Q4,Thursday,40
ORD02222,C0572,2022-12-23,Delivered,Net Banking,Khammam,Telangana,2022,12,Q4,Friday,51
ORD02223,C0829,2023-03-15,Delivered,COD,Siliguri,West Bengal,2023,3,Q1,Wednesday,11
ORD02224,C0426,2023-04-06,Delivered,UPI,Ujjain,Madhya Pradesh,2023,4,Q2,Thursday,14
ORD02225,C0505,2023-12-25,Delivered,UPI,Coimbatore,Tamil Nadu,2023,12,Q4,Monday,52
ORD02226,C0648,2022-12-14,Returned,Credit Card,Noida,Uttar Pradesh,2022,12,Q4,Wednesday,50
ORD02227,C0807,2023-12-31,Cancelled,UPI,Durgapur,West Bengal,2023,12,Q4,Sunday,52
ORD02228,C0312,2023-09-22,Pending,COD,Warangal,Telangana,2023,9,Q3,Friday,38
ORD02229,C0027,2022-05-20,Pending,UPI,Udaipur,Rajasthan,2022,5,Q2,Friday,20
ORD02230,C0160,2022-11-11,Delivered,UPI,Mumbai,Maharashtra,2022,11,Q4,Friday,45
ORD02231,C0982,2022-08-31,Delivered,Net Banking,New Delhi,Delhi,2022,8,Q3,Wednesday,35
ORD02232,C0890,2022-11-21,Delivered,UPI,Mangaluru,Karnataka,2022,11,Q4,Monday,47
ORD02233,C0035,2023-06-19,Delivered,Debit Card,Asansol,West Bengal,2023,6,Q2,Monday,25
ORD02234,C0699,2022-04-13,Delivered,UPI,Warangal,Telangana,2022,4,Q2,Wednesday,15
ORD02235,C0632,2023-01-28,Delivered,Debit Card,Khammam,Telangana,2023,1,Q1,Saturday,4
ORD02236,C0512,2023-12-08,Pending,UPI,Surat,Gujarat,2023,12,Q4,Friday,49
ORD02237,C0737,2022-10-27,Delivered,UPI,Rajkot,Gujarat,2022,10,Q4,Thursday,43
ORD02238,C0376,2023-06-12,Pending,Debit Card,Pune,Maharashtra,2023,6,Q2,Monday,24
ORD02239,C0215,2022-03-13,Delivered,Net Banking,Durgapur,West Bengal,2022,3,Q1,Sunday,10
ORD02240,C0828,2022-04-19,Returned,UPI,Tiruchirappalli,Tamil Nadu,2022,4,Q2,Tuesday,16
ORD02241,C0205,2023-09-14,Delivered,Net Banking,Mysuru,Karnataka,2023,9,Q3,Thursday,37
ORD02242,C0640,2022-04-05,Delivered,Debit Card,Nagpur,Maharashtra,2022,4,Q2,Tuesday,14
ORD02243,C0251,2023-03-02,Delivered,UPI,Belagavi,Karnataka,2023,3,Q1,Thursday,9
ORD02244,C0354,2022-01-25,Delivered,Debit Card,Karimnagar,Telangana,2022,1,Q1,Tuesday,4
ORD02245,C0724,2022-03-31,Delivered,UPI,Ajmer,Rajasthan,2022,3,Q1,Thursday,13
ORD02246,C0492,2023-04-21,Delivered,Debit Card,Madurai,Tamil Nadu,2023,4,Q2,Friday,16
ORD02247,C0643,2022-09-30,Delivered,Credit Card,Siliguri,West Bengal,2022,9,Q3,Friday,39
ORD02248,C0334,2022-05-26,Delivered,Credit Card,Bhopal,Madhya Pradesh,2022,5,Q2,Thursday,21
ORD02249,C0922,2023-11-05,Delivered,Debit Card,Rajkot,Gujarat,2023,11,Q4,Sunday,44
ORD02250,C0563,2022-07-06,Returned,COD,Jaipur,Rajasthan,2022,7,Q3,Wednesday,27
ORD02251,C0065,2023-04-14,Delivered,UPI,Surat,Gujarat,2023,4,Q2,Friday,15
ORD02252,C0672,2023-08-20,Pending,COD,Saket,Delhi,2023,8,Q3,Sunday,33
ORD02253,C0187,2022-06-26,Delivered,COD,Nagpur,Maharashtra,2022,6,Q2,Sunday,25
ORD02254,C0759,2023-02-26,Cancelled,COD,Indore,Madhya Pradesh,2023,2,Q1,Sunday,8
ORD02255,C0674,2023-08-23,Delivered,UPI,Udaipur,Rajasthan,2023,8,Q3,Wednesday,34
ORD02256,C0148,2022-08-31,Cancelled,UPI,Khammam,Telangana,2022,8,Q3,Wednesday,35
ORD02257,C0809,2023-08-15,Cancelled,Credit Card,Howrah,West Bengal,2023,8,Q3,Tuesday,33
ORD02258,C0963,2022-11-12,Delivered,UPI,Siliguri,West Bengal,2022,11,Q4,Saturday,45
ORD02259,C0225,2022-06-15,Cancelled,UPI,Rajkot,Gujarat,2022,6,Q2,Wednesday,24
ORD02260,C0341,2022-09-25,Cancelled,Credit Card,Aurangabad,Maharashtra,2022,9,Q3,Sunday,38
ORD02261,C0733,2022-04-30,Delivered,Credit Card,Gandhinagar,Gujarat,2022,4,Q2,Saturday,17
ORD02262,C0003,2022-07-11,Delivered,Credit Card,Jabalpur,Madhya Pradesh,2022,7,Q3,Monday,28
ORD02263,C0340,2022-09-10,Delivered,Credit Card,Chennai,Tamil Nadu,2022,9,Q3,Saturday,36
ORD02264,C0737,2022-04-26,Delivered,Debit Card,Karimnagar,Telangana,2022,4,Q2,Tuesday,17
ORD02265,C0594,2023-07-26,Pending,Credit Card,Howrah,West Bengal,2023,7,Q3,Wednesday,30
ORD02266,C0029,2023-11-23,Returned,UPI,Coimbatore,Tamil Nadu,2023,11,Q4,Thursday,47
ORD02267,C0747,2022-02-25,Delivered,UPI,Asansol,West Bengal,2022,2,Q1,Friday,8
ORD02268,C0780,2023-07-22,Delivered,Net Banking,Nagpur,Maharashtra,2023,7,Q3,Saturday,29
ORD02269,C0516,2023-06-03,Cancelled,Credit Card,Gandhinagar,Gujarat,2023,6,Q2,Saturday,22
ORD02270,C0684,2023-06-11,Delivered,UPI,Rohini,Delhi,2023,6,Q2,Sunday,23
ORD02271,C0947,2022-03-04,Returned,COD,Karimnagar,Telangana,2022,3,Q1,Friday,9
ORD02272,C0018,2022-10-12,Pending,UPI,Pune,Maharashtra,2022,10,Q4,Wednesday,41
ORD02273,C0835,2023-08-10,Cancelled,Credit Card,Jaipur,Rajasthan,2023,8,Q3,Thursday,32
ORD02274,C0069,2022-12-22,Cancelled,UPI,Hubballi,Karnataka,2022,12,Q4,Thursday,51
ORD02275,C0921,2022-04-06,Delivered,UPI,Saket,Delhi,2022,4,Q2,Wednesday,14
ORD02276,C0798,2023-08-24,Returned,Debit Card,Indore,Madhya Pradesh,2023,8,Q3,Thursday,34
ORD02277,C0204,2023-05-05,Delivered,Net Banking,Mangaluru,Karnataka,2023,5,Q2,Friday,18
ORD02278,C0059,2023-09-19,Cancelled,COD,Warangal,Telangana,2023,9,Q3,Tuesday,38
ORD02279,C0482,2022-03-26,Delivered,Credit Card,Jabalpur,Madhya Pradesh,2022,3,Q1,Saturday,12
ORD02280,C0991,2022-04-28,Delivered,UPI,Belagavi,Karnataka,2022,4,Q2,Thursday,17
ORD02281,C0119,2022-08-01,Delivered,Net Banking,Coimbatore,Tamil Nadu,2022,8,Q3,Monday,31
ORD02282,C0478,2023-11-08,Delivered,UPI,Rajkot,Gujarat,2023,11,Q4,Wednesday,45
ORD02283,C0116,2023-01-27,Delivered,UPI,Bengaluru,Karnataka,2023,1,Q1,Friday,4
ORD02284,C0124,2023-09-25,Returned,Credit Card,Chennai,Tamil Nadu,2023,9,Q3,Monday,39
ORD02285,C0779,2023-03-25,Pending,UPI,Siliguri,West Bengal,2023,3,Q1,Saturday,12
ORD02286,C0038,2022-10-28,Delivered,Credit Card,Indore,Madhya Pradesh,2022,10,Q4,Friday,43
ORD02287,C0550,2022-01-14,Delivered,Credit Card,Howrah,West Bengal,2022,1,Q1,Friday,2
ORD02288,C0107,2022-06-03,Returned,UPI,Noida,Uttar Pradesh,2022,6,Q2,Friday,22
ORD02289,C0292,2022-01-24,Returned,Debit Card,Bengaluru,Karnataka,2022,1,Q1,Monday,4
ORD02290,C0945,2022-12-12,Cancelled,Credit Card,Warangal,Telangana,2022,12,Q4,Monday,50
ORD02291,C0154,2023-09-03,Delivered,UPI,Howrah,West Bengal,2023,9,Q3,Sunday,35
ORD02292,C0718,2023-01-11,Pending,UPI,Indore,Madhya Pradesh,2023,1,Q1,Wednesday,2
